File_Name,no_of_images,Base_Call_no,Call_no_letter,Call_no_number,Item_number,Series,Main_Entry,Dates_Covered,Dates_Written,Places,Language,Summary_Notes,Arrangement,Item_dateYear,Filing_year,Month,Day,Item_Title,no_pages,no_pieces,Abstract_Summary_of_item,placeTerm,Additional_Notes,Metadata,Sarah_Proofing_Notes,recpt,fulldate
ksrl_sc_ms23_D.10.3_001.TIF & ksrl_sc_ms23_D.10.3_002.TIF,2,MS23,D,10,3,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1879?,1879,9,,Letter to S. J. B. Haydon,1,1,"Tuesday, [Annotated ""Sept 79"" in pencil], Cheyne Walk; Begins: ""Suppose you come in tomorrow—""",England--London,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1879-09
ksrl_sc_ms23_D.10.4_001.TIF & ksrl_sc_ms23_D.10.4_002.TIF,2,MS23,D,10,4,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1879?,1879,10,20,Letter to S. J. B. Haydon,1,1,"Sunday [Oct 20 1879 in pencil]; Begins: ""Better not tomorrow (Monday) unless I send—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1879-10-20
ksrl_sc_ms23_D.10.5_001.TIF & ksrl_sc_ms23_D.10.5_002.TIF,2,MS23,D,10,5,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to S. J. B. Haydon,1,1,"Tuesday, Cheyne Walk; Begins: ""Very glad to see you—"" With visiting card pasted on.",England--London,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",
ksrl_sc_ms23_D.10.6_001.TIF & ksrl_sc_ms23_D.10.6_002.TIF,2,MS23,D,10,6,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to S. J. B. Haydon,1,1,"Tuesday; Begins: ""Thanks for the photo'd designs—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",
ksrl_sc_ms23_D.10.7_001.TIF & ksrl_sc_ms23_D.10.7_002.TIF & ksrl_sc_ms23_D.10.7_003.TIF,3,MS23,D,10,7,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1879?,1879,9,2,Letter to S. J. B. Haydon,3,1,"Monday [?] [2 Sept 1879 in pencil]; Begins: ""I really rather wanted some photos—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1879-09-02
ksrl_sc_ms23_D.10.8_001.TIF & ksrl_sc_ms23_D.10.8_002.TIF & ksrl_sc_ms23_D.10.8_003.TIF,3,MS23,D,10,8,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to S. J. B. Haydon,3,1,"Friday; Begins: ""Monday will do--at 5 to 6—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",
ksrl_sc_ms23_D.10.9_001.TIF & ksrl_sc_ms23_D.10.9_002.TIF & ksrl_sc_ms23_D.10.9_003.TIF,3,MS23,D,10,9,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1876 or after,1876,,,Letter to S. J. B. Haydon,2,1,"Hunters' Forestall Herne Bay; Begins: ""I have just gone through a serious illness...my late sister—""",England--Herne Bay (Kent),Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1876
ksrl_sc_ms23_D.10.10_001.TIF & ksrl_sc_ms23_D.10.10_002.TIF & ksrl_sc_ms23_D.10.10_003.TIF,3,MS23,D,10,10,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1880?,1880,8,,Letter to S. J. B. Haydon,2,1,"Wednesday; Begins: ""I shall be very glad if you can dine with me—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1880-08
ksrl_sc_ms23_D.10.11_001.TIF & ksrl_sc_ms23_D.10.11_002.TIF & ksrl_sc_ms23_D.10.11_003.TIF,3,MS23,D,10,11,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1880?,1880,10,11,Letter to S. J. B. Haydon,2,1,"Monday, [11 Octr 1880 in pencil]; Begins: ""I am very sorry to hear of so troublesome—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1880-10-11
ksrl_sc_ms23_D.10.12_001.TIF & ksrl_sc_ms23_D.10.12_002.TIF,2,MS23,D,10,12,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to S. J. B. Haydon,1,1,"Wednesday night; Begins: ""I shd like to know how things—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",
ksrl_sc_ms23_D.10.13_001.TIF & ksrl_sc_ms23_D.10.13_002.TIF,2,MS23,D,10,13,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,1880,,,Letter to S. J. B. Haydon,1,1,"Sunday; Begins: ""I should be very glad of the proofs—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1880
ksrl_sc_ms23_D.10.14_001.TIF & ksrl_sc_ms23_D.10.14_002.TIF & ksrl_sc_ms23_D.10.14_003.TIF,3,MS23,D,10,14,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to S. J. B. Haydon,3,1,"Thursday; Begins: ""I dare say you know that the chalk drawing—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",
ksrl_sc_ms23_D.10.15_001.TIF & ksrl_sc_ms23_D.10.15_002.TIF,2,MS23,D,10,15,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to S. J. B. Haydon,1,1,"Friday; Begins: ""I wd be glad if you can dine with me tomorrow (Saty) as usual..""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",
ksrl_sc_ms23_D.10.16_001.TIF & ksrl_sc_ms23_D.10.16_002.TIF,2,MS23,D,10,16,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to S. J. B. Haydon,2,1,"Friday; Begins: ""I should prefer talking the matter over—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",
ksrl_sc_ms23_D.10.17_001.TIF & ksrl_sc_ms23_D.10.17_002.TIF,2,MS23,D,10,17,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to S. J. B. Haydon,1,1,"Thursday; Begins: ""Don't forget millboards—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",
ksrl_sc_ms23_D.10.18_001.TIF & ksrl_sc_ms23_D.10.18_002.TIF,2,MS23,D,10,18,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1881?,1881,2,22,Letter to S. J. B. Haydon,1,1,"Tuesday; Begins ""I should not of course wish the plate—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1881-02-22
ksrl_sc_ms23_D.10.19_001.TIF & ksrl_sc_ms23_D.10.19_002.TIF,2,MS23,D,10,19,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to S. J. B. Haydon,1,1,"Monday; Begins: ""The objection may exist on Wedy—""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",
ksrl_sc_ms23_D.10.20_001.TIF & ksrl_sc_ms23_D.10.20_002.TIF & ksrl_sc_ms23_D.10.20_003.TIF,3,MS23,D,10,20,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1878?,1878,6,21,Letter to S. J. B. Haydon,4,1,"21 June; Begins: ""I am most truly concerned at what you write me...""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1878-06-21
ksrl_sc_ms23_D.10.21_001.TIF & ksrl_sc_ms23_D.10.21_002.TIF,2,MS23,D,10,21,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,1880,,,Letter to S. J. B. Haydon,1,1,"Friday; Begins: ""I'll hope to see you on Sunday to dinner...""",,Provenance: Purchase: Driscoll? 1956?,Y,,"Haydon, S.J.B.",1880
ksrl_sc_ms23_D.11.1_001.TIF & ksrl_sc_ms23_D.11.1_002.TIF & ksrl_sc_ms23_D.11.1_003.TIF,3,MS23,D,11,1,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1863,1863,,,Letter to W. Blackmore (William Blackmore),3,1,"1863 Nov 6, London; The artist acknowledges a note enclosing a check in payment for a recently completed picture which is for a sum greater than
the amount agreed upon. ""That you are pleased with it is very gratifying to me... I will beg you to accept the frame with the picture (which I had made from a design of my own, thinking you would prefer such to a casual one)."" Because of the overpayment to which he feels he hasn't the slightest claim, he proposes to send the sketch which first induced his correspondent to commission the painting (Fazio's Mistress [Surtees 164]).",England--London,Provenance: Purchase: Driscoll? 1956?,Y,,"Blackmore, William, 1827-1878",1863
ksrl_sc_ms23_D.11.2_001.TIF & ksrl_sc_ms23_D.11.2_002.TIF & ksrl_sc_ms23_D.11.2_003.TIF,3,MS23,D,11,2,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1863,1863,11,19,Letter to W. Blackmore (William Blackmore),4,1,"1863 Nov 19, London; Concerning his arrangements for delivering the picture to Mr. Blackmore and referring to a few changes which he thinks have improved it. A long postscript explains the inscription on the frame, with the lettering not quite dry. It was taken from a poem of Fazio degli Uberti's included in the artist's ""Early
Italian Poets,"" and he gives a translation of it. Suggestions for the best lighting for this painting.",England--London,Provenance: Purchase: Driscoll? 1956?,Y,,"Blackmore, William, 1827-1878",1863-11-19
ksrl_sc_ms23_D.11.3_001.TIF & ksrl_sc_ms23_D.11.3_002.TIF & ksrl_sc_ms23_D.11.3_003.TIF,3,MS23,D,11,3,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1863,1863,11,24,Letter to Mrs. Blackmore,3,1,1863 Nov 24; London; To Mrs. Blackmore inquiring about the safe arrival of the picture.,England--London,Provenance: Purchase: Driscoll? 1956?,Y,,"Blackmore, William, 1827-1878",1863-11-24
ksrl_sc_ms23_D.11.4_001.TIF & ksrl_sc_ms23_D.11.4_002.TIF & ksrl_sc_ms23_D.11.4_003.TIF,3,MS23,D,11,4,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1865,1865,12,1,Letter to W. Blackmore (William Blackmore),2,1,"1865 Dec 1; London; Offering a picture on which he has just begun to work. ""...the figure rather under life-scale, & the canvas a little smaller than the large Venus you saw here and its price will be 500 guineas."" [Perhaps Monna Vanna (Surtees 191)]",England--London,Provenance: Purchase: Driscoll? 1956?,Y,,"Blackmore, William, 1827-1878",1865-12-01
ksrl_sc_ms23_D.11.5_001.TIF & ksrl_sc_ms23_D.11.5_002.TIF & ksrl_sc_ms23_D.11.5_003.TIF,3,MS23,D,11,5,"Rossetti, Dante Gabriel, 1828-1882","Rossetti, Dante Gabriel, 1828-1882",1854-1882; no date,1854-1882,"England: London, Lechlade, Kelmscott, Canterbury, Herne Bay; France: Chamonix; Ireland: Ballyshannon; Scotland: Ayrshire;",English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1867,1867,2,2,Letter to W. Blackmore (William Blackmore),4,1,"1867 Feb 2; London; Reflecting the artist's well-known enthusiasm for strange and grotesque animals. He thanks his correspondent for arranging to send him a hollow tree. ""Nine feet would be just about the thing...I have just looked at my owls, who are in the grandest feather."" He goes on to comment on Melville's Omoo, comparing it with Defoe and Poe's ""Narrative of Arthur Gordon Pym.""",England--London,Provenance: Purchase: Driscoll? 1956?,Y,,"Blackmore, William, 1827-1878",1867-02-02
ksrl_sc_ms23_E.1.1_001.TIF & ksrl_sc_ms23_E.1.1_002.TIF,2,MS23,E,1,1,"Siddall, Elizabeth","Siddall, Elizabeth",no date [1849-1862?],1849-1862?,[England],English,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Sentiment/Poem,1,1,"Sentiment: ""There shall no evil befal thee— E. E. Siddal.""",,Provenance: Gift: Paden List 22 (C.3),Y,,"Whitby, T.C.I.",
ksrl_sc_ms23_G.1.1_001.TIF & ksrl_sc_ms23_G.1.1_002.TIF & ksrl_sc_ms23_G.1.1_003.TIF,3,MS23,G,1,1,"Rossetti, Gabriele, 1783-1854","Rossetti, Gabriele, 1783-1854","1824, 1825, undated","1824, 1825",England: London,Italian,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1824,1824,12,10,Letter to Mrs. Whitby [in Italian],4,1,"1824 Dec 10, Hampstead; [in Italian]. Begins: ""Se vedete giungervi ben tardi—""",England--London,Provenance: Unspecified,Y,,"Whitby, T.C.I.",1824-12-10
ksrl_sc_ms23_G.1.2_001.TIF & ksrl_sc_ms23_G.1.2_002.TIF & ksrl_sc_ms23_G.1.2_003.TIF,3,MS23,G,1,2,"Rossetti, Gabriele, 1783-1854","Rossetti, Gabriele, 1783-1854","1824, 1825, undated","1824, 1825",England: London,Italian,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,1825,1825,11,1,Letter to Mrs. Whitby [in Italian],4,1,"1825 Nov 1, London, 23 Lower Thorhaugh St. Bedford Squ.; [In Italian]. Begins: ""La vista de' vostri caratteri mi rallegra sempre—""",England--London,Provenance: Unspecified,Y,,"Whitby, T.C.I.",1825-11-01
ksrl_sc_ms23_G.1.3_001.TIF & ksrl_sc_ms23_G.1.3_002.TIF,2,MS23,G,1,3,"Rossetti, Gabriele, 1783-1854","Rossetti, Gabriele, 1783-1854","1824, 1825, undated","1824, 1825",England: London,Italian,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Letter to Miss T. C. I. Whitby [in Italian],2,1,"Mercoledi la mattina; [In Italian]. Begins: ""Non Saprei esprimervi qual contente mi abbia recato il rivedere""",,Provenance: Unspecified,Y,,"Whitby, T.C.I.",
ksrl_sc_ms23_G.2.1_001.TIF & ksrl_sc_ms23_G.2.1_002.TIF,2,MS23,G,2,1,"Rossetti, Gabriele, 1783-1854","Rossetti, Gabriele, 1783-1854","1824, 1825, undated","1824, 1825",England: London,Italian,"Poem drafts, correspondence to and from Dante Gabriel Rossetti.",,no date,,,,Literary scrap in Italian. Unsigned,2,1,"Literary scrap in Italian. Unsigned. ""allusione alle—L'Idea del Purgatorio—""",,Provenance: Unspecified,Y,,,
ksrl_sc_ms23_L.1.1_001.TIF & ksrl_sc_ms23_L.1.1_002.TIF,2,MS23,L,1,1,"Rossetti, Lucy Madox Brown, 1843-1894","Rossetti, Lucy Madox Brown, 1843-1894","1870-1894, undated",1870-1894,"England: London, Durham?, Manchester, Sussex; Ireland: Clondalkin (County South Dublin); France: Paris; Belgium: Bruges.",English,"Letter by Lucy Madox Brown Rossetti, and letters to ""Mrs. Rossetti"" (probably Lucy Madox Brown Rossetti) and ""Lucy""",,1874 or after,1874,,,"Letter to ""Dear Mr Mac[???]""",2,1,"Monday, 5 Endsleigh Gardens N. W.; Begins: ""I have just enclosed the tickets to Miss Browning expressing my pleasure with much that I heard—""",England--London,Provenance: Unspecified,Y,,,1874
ksrl_sc_ms23_L.2.1_001.TIF & ksrl_sc_ms23_L.2.1_002.TIF & ksrl_sc_ms23_L.2.1_003.TIF,3,MS23,L,2,1,"Rossetti, Lucy Madox Brown, 1843-1894","Greenwell, Dora, 1821-1882",1870-1894,1870-1894,"England: London, Durham?, Manchester, Sussex; Ireland: Clondalkin (County South Dublin); France: Paris; Belgium: Bruges.","English, French","Letter by Lucy Madox Brown Rossetti, and letters to ""Mrs. Rossetti"" (probably Lucy Madox Brown Rossetti) and ""Lucy""",,1874 or after?,1874,9,8,"Letter to ""My very dear friend"" (Lucy Madox Brown Rossetti?)",4,1,"Subject: Journey home good. A. and E. interested in my experiences and send love to you and your husband. Your tender friendship; my ill health. Quote Psalms, Pusey. ""...'hanselled' as we say in the North..."" Domestic news; tell F. Mary found a Gnu in her book. A. poorly. Remains of paper hinges.
Greenwell was a poet and essayist; sister of the antiquarian Canon William Greenwell of Durham. (Recipient may not be Lucy, since the Dictionary of National Biography indicates that after 1866 Dora left Durham for London and elsewhere.) Not annotated by William Michael Rossetti; but found in ""Rossetti family 2"" folder with other letters to Lucy. Date: ""your husband""; therefore 1874 or later.",,Provenance: Miscellaneous acquisitions in the 1950s and early 1960s,Y,,"Rossetti, Lucy Madox Brown, 1843-1894",1874-09-08
ksrl_sc_ms23_L.2.2_001.TIF & ksrl_sc_ms23_L.2.2_002.TIF & ksrl_sc_ms23_L.2.2_003.TIF,3,MS23,L,2,2,"Rossetti, Lucy Madox Brown, 1843-1894","Hardy, Iza Duffus",1870-1894,1870-1894,"England: London, Durham?, Manchester, Sussex; Ireland: Clondalkin (County South Dublin); France: Paris; Belgium: Bruges.","English, French","Letter by Lucy Madox Brown Rossetti, and letters to ""Mrs. Rossetti"" (probably Lucy Madox Brown Rossetti) and ""Lucy""",,no date,,,,"Letter to ""Dearest Mrs Rossetti"" (Lucy Madox Brown Rossetti?)",4,1,"Wednesday, 126 Portsdown Road, Maida Vale; Subject: We are so grieved to have missed seeing you today..."" Do come in, even when we're in disarray. Do thank the givers of the book which I have so longed for since seeing it in Philip's library. Longing to see the baby (female) again. Blue intricate monogram IZA.",England--London,Provenance: Miscellaneous acquisitions in the 1950s and early 1960s,Y,,"Rossetti, Lucy Madox Brown, 1843-1894",
